trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.003, 'e': 0.5775270487619547}",25,9,-21.850131259604336,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
185,False,"{'a': 0.003, 'e': 0.5757970638904645}",35,6,13.08078232941635,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 0}",1
186,False,"{'a': 0.003, 'e': 0.574072261196436}",25,0,-70.88103825307655,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
187,False,"{'a': 0.003, 'e': 0.5723526251566332}",25,15,-58.975218400462666,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
188,False,"{'a': 0.003, 'e': 0.5706381402943203}",25,3,-34.36325166658642,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
189,False,"{'a': 0.003, 'e': 0.5689287911791218}",35,23,19.201728633181734,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.003, 'e': 0.5672245624268841}",20,0,-75.20191964601086,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
191,False,"{'a': 0.003, 'e': 0.5655254386995371}",20,0,-62.69798341945804,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
192,False,"{'a': 0.003, 'e': 0.5638314047049556}",20,5,-73.300768481235,"{0: 9, 1: 3, 2: 1, 3: 1, 4: 1}",1
193,False,"{'a': 0.003, 'e': 0.5621424451968224}",25,13,-7.612318097870016,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
194,False,"{'a': 0.003, 'e': 0.5604585449744904}",30,0,-28.1398613226338,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
195,False,"{'a': 0.003, 'e': 0.5587796888828463}",35,7,4.129813727205047,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.003, 'e': 0.5571058618121739}",20,0,-34.79858129411836,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
197,False,"{'a': 0.003, 'e': 0.5554370486980182}",25,0,-8.913325167384352,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
198,False,"{'a': 0.003, 'e': 0.5537732345210501}",25,5,9.683994943461636,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.003, 'e': 0.5521144043069306}",30,4,-83.60807509460183,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 2}",1
200,False,"{'a': 0.003, 'e': 0.5504605431261766}",20,8,-79.71651047127342,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
201,False,"{'a': 0.003, 'e': 0.5488116360940265}",20,0,-68.80130823983214,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
202,False,"{'a': 0.003, 'e': 0.5471676683703055}",20,3,28.292297233316553,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.003, 'e': 0.5455286251592933}",20,0,17.245090489765598,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
204,False,"{'a': 0.003, 'e': 0.5438944917095899}",25,0,-20.07433370681471,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
205,False,"{'a': 0.003, 'e': 0.5422652533139832}",20,1,-29.654072920489305,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 0}",1
206,False,"{'a': 0.003, 'e': 0.5406408953093166}",20,0,-83.72565642470515,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
207,False,"{'a': 0.003, 'e': 0.539021403076357}",25,0,-159.86383903524154,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 4}",0
208,False,"{'a': 0.003, 'e': 0.5374067620396636}",20,6,1.449804483354361,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.003, 'e': 0.535796957667456}",25,0,-166.05419087049316,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
210,False,"{'a': 0.003, 'e': 0.5341919754714841}",20,5,0.21890192639193096,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.003, 'e': 0.5325918010068972}",20,0,-55.804311817503475,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
212,False,"{'a': 0.003, 'e': 0.5309964198721143}",35,0,-105.83631691437577,"{0: 27, 1: 1, 2: 5, 3: 0, 4: 2}",0
213,False,"{'a': 0.003, 'e': 0.5294058177086945}",20,0,-33.098885647292384,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
214,False,"{'a': 0.003, 'e': 0.5278199802012077}",20,0,7.852613127817978,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
215,False,"{'a': 0.003, 'e': 0.5262388930771054}",20,0,-34.388453588955755,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
216,False,"{'a': 0.003, 'e': 0.5246625421065929}",20,0,-67.47339064035744,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
217,False,"{'a': 0.003, 'e': 0.5230909131025008}",20,0,-36.13362856868435,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
218,False,"{'a': 0.003, 'e': 0.5215239919201575}",30,8,-16.57485203190986,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
219,False,"{'a': 0.003, 'e': 0.5199617644572618}",25,0,-73.10414687463417,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
220,False,"{'a': 0.003, 'e': 0.5184042166537559}",20,0,-85.70750819527147,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
221,False,"{'a': 0.003, 'e': 0.5168513344916992}",25,8,-135.4879386963101,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 3}",1
222,False,"{'a': 0.003, 'e': 0.5153031039951417}",30,24,11.837012422939564,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.003, 'e': 0.5137595112299983}",25,1,-11.394561452782177,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 0}",1
224,False,"{'a': 0.003, 'e': 0.512220542303924}",25,17,1.9302065872839118,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.003, 'e': 0.5106861833661879}",20,12,-29.28551673653367,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
226,False,"{'a': 0.003, 'e': 0.5091564206075492}",25,11,-17.466664731947983,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
227,False,"{'a': 0.003, 'e': 0.5076312402601327}",20,2,-60.16977750514923,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
228,False,"{'a': 0.003, 'e': 0.5061106285973052}",20,1,-12.410750621208237,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
229,False,"{'a': 0.003, 'e': 0.5045945719335512}",20,0,-42.73672597644759,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
230,False,"{'a': 0.003, 'e': 0.5030830566243506}",20,0,-27.004518728954046,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
231,False,"{'a': 0.003, 'e': 0.5015760690660555}",20,0,-60.81088782224923,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
232,False,"{'a': 0.003, 'e': 0.5000735956957676}",20,14,10.945658335822264,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.003, 'e': 0.4985756229912165}",20,2,-39.24202240111885,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 0}",1
234,False,"{'a': 0.003, 'e': 0.4970821374706377}",20,5,-20.74415373148817,"{0: 9, 1: 5, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.003, 'e': 0.4955931256926514}",30,16,-60.07755253323041,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
236,False,"{'a': 0.003, 'e': 0.4941085742561417}",25,3,25.365447852559807,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.003, 'e': 0.49262846980013547}",25,17,-5.18278094864731,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.003, 'e': 0.49115279900368264}",20,0,-40.355778402127214,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
239,False,"{'a': 0.003, 'e': 0.4896815485857362}",25,6,-61.74278496042495,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 2}",1
240,False,"{'a': 0.003, 'e': 0.4882147053050323}",25,0,-33.163395447994304,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
241,False,"{'a': 0.003, 'e': 0.4867522559599717}",25,0,-81.56359864622027,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
242,False,"{'a': 0.003, 'e': 0.4852941873885002}",35,0,-13.178555342380271,"{0: 32, 1: 0, 2: 2, 3: 0, 4: 1}",0
243,False,"{'a': 0.003, 'e': 0.483840486467991}",25,8,-31.5441451110624,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
244,False,"{'a': 0.003, 'e': 0.4823911401151259}",20,0,-50.84884500061725,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
245,False,"{'a': 0.003, 'e': 0.480946135285778}",20,12,-59.456165610561676,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 1}",1
246,False,"{'a': 0.003, 'e': 0.4795054589748941}",25,9,-54.199112351732495,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
247,False,"{'a': 0.003, 'e': 0.4780690982163776}",20,8,-12.196576366768026,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
248,False,"{'a': 0.003, 'e': 0.47663704008297203}",25,6,-5.741099933844166,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.003, 'e': 0.47520927168614446}",20,0,-93.59521094161275,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
250,False,"{'a': 0.003, 'e': 0.4737857801759698}",20,0,-44.06374927235101,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
251,False,"{'a': 0.003, 'e': 0.4723665527410147}",20,8,-2.581486489884758,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.003, 'e': 0.4709515766082228}",30,20,-4.410524313423416,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
253,False,"{'a': 0.003, 'e': 0.46954083904279925}",20,6,5.444828287433474,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.003, 'e': 0.4681343273480965}",25,19,10.405672396239538,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.003, 'e': 0.46673202886549986}",20,12,-4.482543999479377,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.003, 'e': 0.4653339309743134}",25,5,-17.4314588468976,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
257,False,"{'a': 0.003, 'e': 0.4639400210916467}",30,11,2.0311170159342673,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
258,False,"{'a': 0.003, 'e': 0.4625502866723014}",20,0,-22.61761317413895,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
259,False,"{'a': 0.003, 'e': 0.4611647152086584}",25,10,-36.673520728178104,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
260,False,"{'a': 0.003, 'e': 0.4597832942305652}",25,0,-99.73532845475032,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
261,False,"{'a': 0.003, 'e': 0.4584060113052235}",25,4,12.565077932656251,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
262,False,"{'a': 0.003, 'e': 0.4570328540370779}",25,10,-0.6477417942075065,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.003, 'e': 0.4556638100677035}",20,0,-13.679134785759171,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
264,False,"{'a': 0.003, 'e': 0.4542988670756955}",20,0,-33.52105966956483,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
265,False,"{'a': 0.003, 'e': 0.4529380127765577}",25,0,17.270260357189724,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
266,False,"{'a': 0.003, 'e': 0.4515812349225922}",30,20,-8.112301958627745,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
267,False,"{'a': 0.003, 'e': 0.45022852130278923}",25,13,10.975117125918164,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.003, 'e': 0.448879859742717}",25,0,-22.68055218722128,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
269,False,"{'a': 0.003, 'e': 0.44753523810441237}",30,3,-25.090208352990967,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 0}",1
270,False,"{'a': 0.003, 'e': 0.44619464428627154}",20,0,-89.28170169801922,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
271,False,"{'a': 0.003, 'e': 0.4448580662229411}",25,0,-29.733283299256513,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
272,False,"{'a': 0.003, 'e': 0.4435254918852095}",25,0,-43.49397377983287,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
273,False,"{'a': 0.003, 'e': 0.44219690927989863}",25,9,26.814146677345214,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.003, 'e': 0.4408723064497561}",25,2,38.003007793507074,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.003, 'e': 0.43955167147334756}",30,7,-31.23847474517337,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 0}",1
276,False,"{'a': 0.003, 'e': 0.4382349924649492}",35,8,-45.04428989456957,"{0: 23, 1: 0, 2: 2, 3: 1, 4: 1}",1
277,False,"{'a': 0.003, 'e': 0.43692225757444114}",20,0,-44.43422063159866,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
278,False,"{'a': 0.003, 'e': 0.43561345498720044}",25,8,-5.567857619201657,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
279,False,"{'a': 0.003, 'e': 0.4343085729239951}",20,12,-31.854115820137796,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
280,False,"{'a': 0.003, 'e': 0.43300759964087765}",30,0,-39.194275928918444,"{0: 25, 1: 3, 2: 0, 3: 1, 4: 1}",0
281,False,"{'a': 0.003, 'e': 0.43171052342907973}",20,11,4.512150440961876,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.003, 'e': 0.43041733261490667}",25,0,-26.622879129670256,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
283,False,"{'a': 0.003, 'e': 0.42912801555963254}",20,0,-19.950595131913488,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
284,False,"{'a': 0.003, 'e': 0.427842560659395}",20,0,-52.03423085351676,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
285,False,"{'a': 0.003, 'e': 0.4265609563450914}",25,11,8.72390263965024,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.003, 'e': 0.42528319108227414}",20,16,6.8332622086792245,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.003, 'e': 0.4240092533710473}",35,0,-112.4037480938481,"{0: 24, 1: 4, 2: 4, 3: 2, 4: 1}",0
288,False,"{'a': 0.003, 'e': 0.42273913174596284}",30,0,-52.306890331974195,"{0: 24, 1: 0, 2: 4, 3: 2, 4: 0}",0
289,False,"{'a': 0.003, 'e': 0.42147281477591764}",25,0,-35.95779218009731,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
290,False,"{'a': 0.003, 'e': 0.4202102910640503}",25,0,13.968343486025965,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
291,False,"{'a': 0.003, 'e': 0.418951549247639}",25,11,-42.77289957682359,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
292,False,"{'a': 0.003, 'e': 0.4176965779979988}",25,0,-44.87717233445515,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
293,False,"{'a': 0.003, 'e': 0.41644536602038007}",30,0,2.149022124702449,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
294,False,"{'a': 0.003, 'e': 0.4151979020538666}",20,15,2.061340997140744,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.003, 'e': 0.4139541748712741}",25,0,-77.0178038598546,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
296,False,"{'a': 0.003, 'e': 0.4127141732790497}",35,0,-60.69780450224315,"{0: 28, 1: 2, 2: 3, 3: 1, 4: 1}",0
297,False,"{'a': 0.003, 'e': 0.41147788611717057}",25,18,0.5299357911594176,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.003, 'e': 0.410245302259044}",20,7,13.282327011521298,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.003, 'e': 0.4090164106114069}",30,0,-67.11425889935234,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
300,False,"{'a': 0.003, 'e': 0.4077912001142262}",30,18,13.112540633609445,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.003, 'e': 0.4065696597405991}",30,2,17.03376420857349,"{0: 25, 1: 3, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.003, 'e': 0.405351778496654}",35,15,3.0658509784497623,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
303,False,"{'a': 0.003, 'e': 0.4041375454214515}",30,11,-26.207708408492053,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
304,False,"{'a': 0.003, 'e': 0.40292694958688574}",30,13,-35.32276686827235,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
305,False,"{'a': 0.003, 'e': 0.401719980097586}",20,11,13.073707996358667,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.003, 'e': 0.4005166260908188}",25,7,-11.096234509329623,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
307,False,"{'a': 0.003, 'e': 0.3993168767363899}",20,8,5.817313638847906,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.003, 'e': 0.39812072123654696}",25,16,2.0116942141317953,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.003, 'e': 0.39692814882588245}",25,10,-33.57174994143707,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
310,False,"{'a': 0.003, 'e': 0.3957391487712367}",20,14,-39.977806877384936,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
311,False,"{'a': 0.003, 'e': 0.3945537103716011}",35,21,-77.47320632916477,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
312,False,"{'a': 0.003, 'e': 0.3933718229580221}",30,17,3.7056347593952195,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.003, 'e': 0.39219347589350495}",30,0,-32.0520614534346,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
314,False,"{'a': 0.003, 'e': 0.3910186585729182}",20,13,5.908583676051466,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.003, 'e': 0.38984736042289797}",30,5,3.5959254688395843,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
316,False,"{'a': 0.003, 'e': 0.388679570901753}",20,0,21.425989609585432,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
317,False,"{'a': 0.003, 'e': 0.3875152794993697}",20,5,-15.288672213213603,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
318,False,"{'a': 0.003, 'e': 0.3863544757371177}",20,15,-11.68938942320211,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
319,False,"{'a': 0.003, 'e': 0.38519714916775516}",20,16,6.76112759758168,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.003, 'e': 0.3840432893753353}",20,10,-22.975246907911398,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
321,False,"{'a': 0.003, 'e': 0.38289288597511206}",30,13,-34.55191259626882,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 0}",1
322,False,"{'a': 0.003, 'e': 0.3817459286134471}",30,16,0.04501742319150859,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
323,False,"{'a': 0.003, 'e': 0.38060240696771647}",25,16,3.258234663261117,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.003, 'e': 0.37946231074621756}",30,14,-57.84573555143133,"{0: 11, 1: 3, 2: 0, 3: 1, 4: 1}",1
325,False,"{'a': 0.003, 'e': 0.3783256296880768}",25,8,-10.395950981409591,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
326,False,"{'a': 0.003, 'e': 0.37719235356315695}",20,14,4.197399132435734,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.003, 'e': 0.37606247217196515}",20,0,17.838192118426335,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
328,False,"{'a': 0.003, 'e': 0.37493597534556133}",25,2,-3.1519342956524814,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
329,False,"{'a': 0.003, 'e': 0.3738128529454665}",20,0,-53.888851375394474,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
330,False,"{'a': 0.003, 'e': 0.3726930948635714}",20,0,-16.70294538302153,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
331,False,"{'a': 0.003, 'e': 0.3715766910220457}",25,0,-56.206326729967785,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
332,False,"{'a': 0.003, 'e': 0.37046363137324734}",30,0,-2.287929464927395,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
333,False,"{'a': 0.003, 'e': 0.369353905899632}",30,19,-20.01633619808285,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
334,False,"{'a': 0.003, 'e': 0.3682475046136629}",20,4,0.3216149412829521,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
335,False,"{'a': 0.003, 'e': 0.36714441755772104}",20,16,9.482704505107629,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.003, 'e': 0.36604463480401533}",20,5,0.5983051795517438,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
337,False,"{'a': 0.003, 'e': 0.36494814645449375}",35,16,-51.07523515032362,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
338,False,"{'a': 0.003, 'e': 0.3638549426407535}",25,0,-21.94320363785115,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
339,False,"{'a': 0.003, 'e': 0.36276501352395324}",25,8,-10.86663216769963,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
340,False,"{'a': 0.003, 'e': 0.36167834929472326}",20,14,9.399640855079097,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.003, 'e': 0.3605949401730783}",25,8,0.9118761176300374,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
342,False,"{'a': 0.003, 'e': 0.35951477640832885}",25,0,-20.185915017481186,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",1
343,False,"{'a': 0.003, 'e': 0.3584378482789939}",25,16,15.00871356760449,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.003, 'e': 0.3573641460927129}",25,19,11.193087840037611,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.003, 'e': 0.3562936601861588}",30,8,-32.359372211728754,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 0}",1
346,False,"{'a': 0.003, 'e': 0.3552263809249515}",20,0,-9.925096078877113,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
347,False,"{'a': 0.003, 'e': 0.35416229870357024}",35,11,-15.819104278058584,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
348,False,"{'a': 0.003, 'e': 0.353101403945268}",25,5,-31.253017231700916,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
349,False,"{'a': 0.003, 'e': 0.3520436871019846}",30,8,16.05004315887843,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.003, 'e': 0.35098913865426146}",25,12,-11.995113006269264,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.003, 'e': 0.3499377491111553}",25,0,5.8928748476817185,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
352,False,"{'a': 0.003, 'e': 0.34888950901015336}",20,6,25.891490646974287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.003, 'e': 0.3478444089170874}",25,9,-23.981383523364862,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
354,False,"{'a': 0.003, 'e': 0.34680243942604977}",25,18,14.411969432969247,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.003, 'e': 0.34576359115930777}",20,6,13.570548446476167,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.003, 'e': 0.3447278547672202}",30,12,-15.723228897471282,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
357,False,"{'a': 0.003, 'e': 0.34369522092815236}",25,11,-91.98670947301197,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
358,False,"{'a': 0.003, 'e': 0.3426656803483929}",20,9,19.235255270202604,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.003, 'e': 0.34163922376206945}",20,5,10.159348636136999,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.003, 'e': 0.3406158419310661}",20,1,-68.5944806972046,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
361,False,"{'a': 0.003, 'e': 0.3395955256449391}",25,0,-60.73409691547635,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
362,False,"{'a': 0.003, 'e': 0.3385782657208353}",20,0,-3.1567443341782377,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
363,False,"{'a': 0.003, 'e': 0.33756405300340836}",25,16,16.873346558463936,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.003, 'e': 0.336552878364737}",30,10,-49.21783288661405,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
365,False,"{'a': 0.003, 'e': 0.3355447327042427}",25,14,-41.42481428282466,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
366,False,"{'a': 0.003, 'e': 0.3345396069486076}",30,20,-4.64433389299311,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.003, 'e': 0.3335374920516932}",20,10,-20.84242637513801,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
